Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_022539395.1	myiCay2020	Myiozetetes cayanensis					MyiCay16	female		Scaffold	2022-03-10	JAKSEM01	1692
GCF_022539395.1	myiCay2020	Myiozetetes cayanensis					MyiCay16	female	GCF_022539395.1-RS_2023_02	Scaffold	2022-03-10	JAKSEM01	1692
GCA_049724575.1	ASM4972457v1	Oreomystis bairdi				Kauai	AI013	female		Scaffold	2025-04-16	JBMBWQ01	853
GCA_036583965.1	ASM3658396v1	Prunella strophiata					XZ15142	male		Scaffold	2024-02-13	JAZBQD01	1248
GCA_049724535.1	ASM4972453v1	Loxops caeruleirostris				Kauai	AE001	male		Scaffold	2025-04-16	JBMBWR01	1122
GCA_047301405.1	bQuiMaj1.1.hap1	Quiscalus major					B-96265	female		Scaffold	2025-01-29	JBITNH01	401
GCA_017590055.1	ASM1759005v1	Onychostruthus taczanowskii					IOZ18803	pooled male and female		Scaffold	2021-03-26	JAGGNI01	11575
GCF_017590055.1	ASM1759005v1	Onychostruthus taczanowskii					IOZ18803	pooled male and female	NCBI Onychostruthus taczanowskii Annotation Release 100	Scaffold	2021-03-26	JAGGNI01	11575
GCA_017590135.1	ASM1759013v1	Pyrgilauda ruficollis					IOZ18807	pooled male and female		Scaffold	2021-03-26	JAGGNJ01	24054
GCF_017590135.1	ASM1759013v1	Pyrgilauda ruficollis					IOZ18807	pooled male and female	NCBI Pyrgilauda ruficollis Annotation Release 100	Scaffold	2021-03-26	JAGGNJ01	24054
GCA_017590115.1	ASM1759011v1	Montifringilla adamsi					IOZ19161	pooled male and female		Scaffold	2021-03-26	JAGGNK01	15779
GCA_902168055.1	ARATINGA-SOLSTITIALIS-ASSEMBLY-PRJEB33153	Aratinga solstitialis								Scaffold	2019-11-14	CABHOG01	1570
GCA_045787485.1	ASM4578748v1	Gelochelidon nilotica					B10K-D-LSS-1	female		Scaffold	2024-12-06	JBJGJQ01	28900
GCA_010084205.1	BGI_Echrysol.V1	Eudyptes chrysolophus					MP PEI 1		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULJ01	15753
GCA_013398455.1	ASM1339845v1	Loxia curvirostra					OUT-0011	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSM01	15776
GCA_045787125.1	ASM4578712v1	Tringa erythropus					B10K-D-NHMO-3			Scaffold	2024-12-06	JBJGJA01	34267
GCA_045784765.1	ASM4578476v1	Buteo rufinus					B10K-D-SM-16	female		Scaffold	2024-12-06	JBJGHS01	17861
GCA_003697955.1	ASM369795v1	Calidris pygmaea		Meinypilgyno				female		Scaffold	2018-10-30	QJSC01	29818
GCA_013397075.1	ASM1339707v1	Rhabdornis inornatus					B10K-DU-001-29	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZS01	18698
GCA_013396655.1	ASM1339665v1	Campylorhamphus procurvoides					B10K-DU-001-09	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBMV01	16876
GCA_045783825.1	ASM4578382v1	Anthropoides virgo					B10K-D-USNM-33	female		Scaffold	2024-12-06	JBJGHM01	29105
GCA_013398115.1	ASM1339811v1	Falcunculus frontatus					B10K-DU-029-77	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRV01	23443
GCA_045782775.1	ASM4578277v1	Calidris ruficollis					B10K-DU-022-51	female		Scaffold	2024-12-06	JBJGGA01	53602
GCA_045784235.1	ASM4578423v1	Setophaga striata					B10K-D-TB-7	male		Scaffold	2024-12-06	JBJGHR01	52746
GCA_045786995.1	ASM4578699v1	Phylloscopus ibericus					B10K-D-NHMO-17	male		Scaffold	2024-12-06	JBJGIT01	67305
GCA_013399195.1	ASM1339919v1	Dicrurus megarhynchus					B10K-DU-001-48		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAD01	47015
GCA_045784345.1	ASM4578434v1	Ficedula hypoleuca					B10K-D-UWBM-78	female		Scaffold	2024-12-06	JBJGHJ01	50097
GCA_013397725.1	ASM1339772v1	Rhagologus leucostigma					B10K-DU-029-40	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTD01	10891
GCA_013399875.1	ASM1339987v1	Gymnorhina tibicen					B10K-DU-002-05	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAZ01	18986
GCA_003342965.1	aptOwe1	Apteryx owenii					O20599	male		Scaffold	2018-07-26	PTFC01	5096
GCA_045783155.1	ASM4578315v1	Calidris melanotos					B10K-DU-019-18	female		Scaffold	2024-12-06	JBJGGJ01	76752
GCA_013397115.1	ASM1339711v1	Edolisoma coerulescens					B10K-DU-001-25	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZW01	13754
GCA_003343035.1	aptRow1	Apteryx rowi					R43461	male		Scaffold	2018-07-26	PTFB01	4120
GCF_003343035.1	aptRow1	Apteryx rowi					R43461	male	NCBI Apteryx rowi Annotation Release 100	Scaffold	2018-07-26	PTFB01	4120
GCA_013397155.1	ASM1339715v1	Irena cyanogastra					B10K-DU-001-26	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZV01	29340
GCA_013396755.1	ASM1339675v1	Sclerurus mexicanus					B10K-DU-001-03	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZF01	13055
GCA_013400975.1	ASM1340097v1	Atrichornis clamosus					B10K-DU-029-61	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBMZ01	31606
GCA_013397755.1	ASM1339775v1	Cnemophilus loriae					B10K-DU-029-38	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTF01	17495
GCA_045784885.1	ASM4578488v1	Curruca curruca					B10K-D-NHMO-72			Scaffold	2024-12-06	JBJGIJ01	82019
GCA_013396875.1	ASM1339687v1	Vireo altiloquus					B10K-DU-001-22	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRF01	28485
GCA_035582835.1	ASM3558283v1	Phoebastria nigripes				Hawaii, Midway island	BFAL_BFAL700	male		Scaffold	2024-01-11	JAYKAV01	3488
GCA_013396995.1	ASM1339699v1	Dicaeum eximium					B10K-DU-001-34	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZP01	16764
GCA_013400115.1	ASM1340011v1	Rhinopomastus cyanomelas					B10K-DU-002-35	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBP01	21664
GCA_013398015.1	ASM1339801v1	Oreocharis arfaki					B10K-DU-029-42	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRR01	27748
GCA_035582775.1	Pimmutabilis_v1	Phoebastria immutabilis				Hawaii, Tern island	LAAL_HEW162	male		Scaffold	2024-01-11	JAYKAS01	3372
GCA_013396915.1	ASM1339691v1	Stercorarius parasiticus					B10K-DU-001-20	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZL01	11280
GCA_030770645.1	ASM3077064v1	Numenius phaeopus				Faroe Islands				Scaffold	2023-08-17	JARKVS01	17909
GCA_013397845.1	ASM1339784v1	Melanocharis versteri					B10K-DU-029-37		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTG01	21103
GCA_013398055.1	ASM1339805v1	Ifrita kowaldi					B10K-DU-029-41	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRS01	26084
GCA_010076225.1	BGI_Smag.V1	Spheniscus magellanicus					AH 6		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VUKV01	13422
GCA_013397955.1	ASM1339795v1	Grantiella picta					B10K-DU-029-50	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRM01	15742
GCA_013389825.1	ASM1338982v1	Crypturellus undulatus					B10K-MSB-37135	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	VWPW01	84860
GCA_013397895.1	ASM1339789v1	Origma solitaria					B10K-DU-029-52	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRL01	12172
GCA_033628465.1	ASM3362846v1	Calidris alpina		DN						Scaffold	2023-11-14	JAHSPV01	80035
GCA_018904545.1	ASM1890454v1	Motacilla tschutschensis					NRM 20066115			Scaffold	2021-06-16	JAEOXG01	9349
GCA_013397235.1	ASM1339723v1	Lanius ludovicianus					B10K-DU-001-65	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXG01	18148
GCA_013399225.1	ASM1339922v1	Rhipidura dahli					B10K-DU-001-49	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAC01	14637
GCA_013400235.1	ASM1340023v1	Oriolus oriolus					B10K-DU-002-24	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBT01	22076
GCA_013398995.1	ASM1339899v1	Alaudala cheleensis					B10K-DU-001-15	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYE01	65586
GCA_013396525.1	ASM1339652v1	Chaetorhynchus papuensis					B10K-CU-031-19		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYX01	7933
GCA_013397825.1	ASM1339782v1	Onychorhynchus coronatus					B10K-DU-028-75	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRK01	3396
GCA_013397595.1	ASM1339759v1	Halcyon senegalensis					B10K-DU-024-03	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNJ01	3702
GCA_041053225.1	ASM4105322v1	Trichoglossus moluccanus					23936	female		Scaffold	2024-08-05	JACBJJ01	16299
GCA_013401255.1	ASM1340125v1	Urocolius indicus					B10K-DU-030-59	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNH01	36428
GCA_013400755.1	ASM1340075v1	Pelecanoides urinatrix					B10K-DU-012-45	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTQ01	51720
GCA_033628385.1	ASM3362838v1	Pluvialis squatarola		GP						Scaffold	2023-11-14	JAHSPU01	67731
GCA_045783995.1	ASM4578399v1	Delichon urbicum					B10K-D-UOM-2	female		Scaffold	2024-12-06	JBJGHN01	87916
GCA_013398475.1	ASM1339847v1	Asarcornis scutulata					OUT-0051	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSO01	9138
GCA_013397815.1	ASM1339781v1	Aleadryas rufinucha					B10K-DU-029-36	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTH01	33566
GCA_045783415.1	ASM4578341v1	Pheucticus ludovicianus					B10K-DU-009-43	female		Scaffold	2024-12-06	JBJGGY01	123966
GCA_013399895.1	ASM1339989v1	Serilophus lunatus					B10K-DU-002-03	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBA01	11249
GCA_013397135.1	ASM1339713v1	Pachyramphus minor					B10K-DU-001-72	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXB01	24586
GCA_013399835.1	ASM1339983v1	Leptocoma aspasia					B10K-DU-001-35	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAX01	13985
GCA_013397375.1	ASM1339737v1	Toxostoma redivivum					B10K-DU-002-15	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBI01	24180
GCA_013396355.1	ASM1339635v1	Menura novaehollandiae					B10K-CU-030-46	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWPS01	4051
GCA_013399675.1	ASM1339967v1	Mesembrinibis cayennensis					B10K-DU-001-44	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAT01	39979
GCA_013396635.1	ASM1339663v1	Penelope pileata					B10K-DU-001-08	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBMW01	12091
GCA_013396695.1	ASM1339669v1	Sakesphorus luctuosus					B10K-DU-001-06	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZD01	25248
GCA_013397435.1	ASM1339743v1	Erythrocercus mccallii					B10K-DU-002-60	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRG01	11369
GCA_045782955.1	ASM4578295v1	Regulus regulus					B10K-DU-021-80	male		Scaffold	2024-12-06	JBJGGC01	47508
GCA_013397455.1	ASM1339745v1	Crotophaga sulcirostris					B10K-DU-003-44	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZB01	4080
GCA_013400915.1	ASM1340091v1	Pardalotus punctatus					B10K-DU-029-51	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTX01	51095
GCA_045784095.1	ASM4578409v1	Thalassarche melanophris					B10K-D-TB-45			Scaffold	2024-12-06	JBJGHQ01	34259
GCA_013397795.1	ASM1339779v1	Orthonyx spaldingii					B10K-DU-029-32	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTJ01	11336
GCA_010085355.1	BGI_Echrysoc.V1	Eudyptes chrysocome					RH 110-1		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULL01	3371
GCA_013400955.1	ASM1340095v1	Drymodes brunneopygia					B10K-DU-030-03		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTZ01	104345
GCA_045838285.1	ASM4583828v1	Nucifraga caryocatactes					B10K-D-DBG-23			Scaffold	2024-12-09	JBJGBP01	70414
GCA_902810485.1	skylark_genome	Alauda arvensis								Scaffold	2020-03-13	CADDXX01	5714
GCA_013400255.1	ASM1340025v1	Sitta europaea					B10K-DU-002-25	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBS01	18111
GCA_013397915.1	ASM1339791v1	Daphoenositta chrysoptera					B10K-DU-029-47	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRO01	18800
GCA_013397695.1	ASM1339769v1	Centropus unirufus					B10K-DU-017-25	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZI01	4902
GCA_013399695.1	ASM1339969v1	Formicarius rufipectus					B10K-DU-001-43	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAU01	11327
GCA_013399305.1	ASM1339930v1	Rostratula benghalensis					B10K-DU-006-20	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAI01	3517
GCA_013396485.1	ASM1339648v1	Ptilorrhoa leucosticta					B10K-CU-031-17	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYY01	11358
GCA_013397975.1	ASM1339797v1	Machaerirhynchus nigripectus					B10K-DU-029-43	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRQ01	18919
GCA_013400355.1	ASM1340035v1	Certhia brachydactyla					B10K-DU-002-20	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBV01	13655
GCA_013397775.1	ASM1339777v1	Eulacestoma nigropectus					B10K-DU-029-39	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTE01	11293
GCA_013399855.1	ASM1339985v1	Oxyruncus cristatus					B10K-DU-002-07		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAY01	12532
GCA_013396775.1	ASM1339677v1	Cephalopterus ornatus					B10K-DU-001-01	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRE01	26262
GCA_013399175.1	ASM1339917v1	Odontophorus gujanensis					B10K-DU-001-53	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAB01	26662
GCA_013400175.1	ASM1340017v1	Phainopepla nitens					B10K-DU-002-32	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBQ01	28278
GCA_013397865.1	ASM1339786v1	Struthidea cinerea					B10K-DU-029-33	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTI01	10902
GCA_013397995.1	ASM1339799v1	Malurus elegans					B10K-DU-029-44	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRP01	37339
GCA_013399945.1	ASM1339994v1	Ploceus nigricollis					B10K-DU-001-79	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBC01	24469
GCA_013399215.1	ASM1339921v1	Spizaetus tyrannus					B10K-DU-007-42	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAF01	3422
GCA_013398175.1	ASM1339817v1	Climacteris rufus					B10K-DU-029-53	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRZ01	15302
GCA_013399735.1	ASM1339973v1	Tyrannus savana					B10K-DU-001-37	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAW01	35393
GCA_035584035.1	ASM3558403v1	Lepidocolaptes lacrymiger					IRGN AL467			Scaffold	2024-01-11	JAXCLP01	25393
GCA_013397935.1	ASM1339793v1	Dasyornis broadbenti					B10K-DU-029-49		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRN01	11464
GCA_013396975.1	ASM1339697v1	Bucco capensis					B10K-DU-001-16	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZO01	41629
GCA_013397015.1	ASM1339701v1	Myiagra hebetior					B10K-DU-001-33	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZQ01	20423
GCA_035041115.1	ASM3504111v1	Agapornis nigrigenis					ANSP 144015			Scaffold	2024-01-03	JAWWLU01	48242
GCA_013396555.1	ASM1339655v1	Tachuris rubrigastra					B10K-CU-031-13	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRD01	3838
GCA_013398125.1	ASM1339812v1	Aegotheles bennettii					B10K-DU-029-76	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRW01	25868
GCA_013399975.1	ASM1339997v1	Indicator maculatus					B10K-DU-001-78	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBD01	28161
GCA_032274845.2	ASM3227484v2	Tyrannus crassirostris					FMNH 3940000			Scaffold	2024-12-24	JAUESG02	76598
GCA_013396735.1	ASM1339673v1	Grallaria varia					B10K-DU-001-02	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZG01	26174
GCA_037014365.1	ASM3701436v1	Malurus splendens					UWBM: 60937	male		Scaffold	2024-03-05	JBAGAE01	5161
GCA_013400315.1	ASM1340031v1	Bombycilla garrulus					B10K-DU-002-23	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBU01	32196
GCA_013400195.1	ASM1340019v1	Aramus guarauna					B10K-DU-002-11	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBL01	18527
GCA_013401175.1	ASM1340117v1	Xiphorhynchus elegans					OUT-0059	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUH01	89575
GCA_013400575.1	ASM1340057v1	Peucedramus taeniatus					B10K-DU-002-52	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNO01	52207
GCA_013399355.1	ASM1339935v1	Herpetotheres cachinnans					B10K-DU-005-78	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAJ01	2775
GCA_013399615.1	ASM1339961v1	Amazona guildingii					B10K-DU-001-46	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAR01	29878
GCA_045782145.1	ASM4578214v1	Mergus serrator					CUBE178	female		Scaffold	2024-12-06	JBJGFQ01	51791
GCA_013397055.1	ASM1339705v1	Pachycephala philippinensis					B10K-DU-001-28	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZT01	28049
GCA_013399035.1	ASM1339903v1	Quiscalus mexicanus					B10K-DU-001-31	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYF01	56227
GCA_013397245.1	ASM1339724v1	Thryothorus ludovicianus					B10K-DU-001-68	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTB01	37520
GCA_013398745.1	ASM1339874v1	Sapayoa aenigma					B10K-DU-030-41	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSY01	9986
GCA_013400415.1	ASM1340041v1	Scytalopus superciliaris					B10K-DU-002-46	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBX01	17518
GCA_013401195.1	ASM1340119v1	Pomatorhinus ruficollis					B10K-IZ-033-81	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSW01	15791
GCA_035583995.1	ASM3558399v1	Arremon aurantiirostris					IRGN AL570			Scaffold	2024-01-11	JAXCLO01	23327
GCA_013399095.1	ASM1339909v1	Psophia crepitans					B10K-DU-001-60	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZZ01	14465
GCA_013400335.1	ASM1340033v1	Eurystomus gularis					B10K-DU-002-51	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZZY01	39629
GCA_013398975.1	ASM1339897v1	Catharus fuscescens					B10K-DU-001-17	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYD01	65695
GCA_013397465.1	ASM1339746v1	Furnarius figulus					B10K-DU-003-06	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZD01	7874
GCA_013397025.1	ASM1339702v1	Oceanodroma tethys					B10K-DU-001-32	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZR01	35945
GCA_013397555.1	ASM1339755v1	Urocynchramus pylzowi					B10K-DU-012-38	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRH01	14905
GCA_013400435.1	ASM1340043v1	Pycnonotus jocosus					B10K-DU-002-42	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYP01	60582
GCA_013399135.1	ASM1339913v1	Heliornis fulica					B10K-DU-001-55	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBZ01	31355
GCA_040967835.1	ASM4096783v1	Platysteira castanea					DRL 1021			Scaffold	2024-07-30	JBEWZD01	15898
GCA_013396375.1	ASM1339637v1	Ardeotis kori					B10K-CU-031-01	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWPR01	9399
GCA_013399115.1	ASM1339911v1	Anseranas semipalmata					B10K-DU-001-57	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAA01	11789
GCA_013399495.1	ASM1339949v1	Corythaixoides concolor					B10K-DU-011-20	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAM01	6661
GCA_013397715.1	ASM1339771v1	Calcarius ornatus					B10K-DU-015-28	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNL01	10673
GCA_010365825.1	OtuSun1.0	Otus sunia					oso-nibr-517			Scaffold	2020-02-04	PYXB01	108826
GCA_013399275.1	ASM1339927v1	Trogon melanurus					B10K-DU-007-40	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAG01	5788
GCA_013397295.1	ASM1339729v1	Polioptila caerulea					B10K-DU-001-66	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXF01	26442
GCA_013398075.1	ASM1339807v1	Notiomystis cincta					B10K-DU-029-75		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRX01	38987
GCA_013399455.1	ASM1339945v1	Anthoscopus minutus					B10K-DU-011-42		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYI01	97620
GCA_045787665.1	ASM4578766v1	Aquila heliaca					B10K-D-IS-6	female		Scaffold	2024-12-06	JBJGJU01	100423
GCA_025769975.1	ASM2576997v1	Gallinago jamesoni					LSU 3558			Scaffold	2022-10-20	JAOQGH01	12575
GCA_045783215.1	ASM4578321v1	Sternula albifrons					B10K-DU-015-17	female		Scaffold	2024-12-06	JBJGGL01	127886
GCA_035583135.1	ASM3558313v1	Lophotriccus pileatus					IRGN AL172			Scaffold	2024-01-11	JAWWES01	24345
GCA_013389885.1	ASM1338988v1	Geococcyx californianus					B10K-CU-031-07	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	VWPV01	213604
GCA_013397275.1	ASM1339727v1	Burhinus bistriatus					B10K-DU-001-64	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXH01	22572
GCA_047291935.1	ASM4729193v1	Bycanistes brevis					LACM 88178			Scaffold	2025-01-28	JBKOJG01	30674
GCA_034782775.1	ASM3478277v1	Falco subbuteo					FMNH 474701			Scaffold	2023-12-28	JAVKLB01	15410
GCA_037014315.1	ASM3701431v1	Malurus leucopterus					MCZ: 337475	male		Scaffold	2024-03-05	JBAGAD01	5896
GCA_027576695.1	ASM2757669v1	Cossypha archeri					FMNH birds-355602			Scaffold	2023-01-06	JAODLE01	285532
GCA_026546715.1	ASM2654671v1	Gallinago undulata					INPA A24358			Scaffold	2022-11-30	JAOTQQ01	12359
GCA_035590275.1	ASM3559027v1	Ibycter americanus					FMNH 898APBXE3P			Scaffold	2024-01-11	JAVJGI01	10234
GCA_013400515.1	ASM1340051v1	Erpornis zantholeuca					B10K-DU-002-58	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTN01	89074
GCA_013398315.1	ASM1339831v1	Nothoprocta pentlandii					B10K-MSB-04	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSG01	5076
