Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_048197585.1	ASM4819758v1	Mustela sibirica		MSIB1m		Sakha Republic		male		Scaffold	2025-02-28	JBGGWS01	682878
GCA_004026745.1	MyrTri_v1_BIUU	Myrmecophaga tridactyla					BS39			Scaffold	2019-01-16	PVIY01	1621408
GCA_963575105.1	PGDP_CebPyg	Cebuella pygmaea					JAP720			Scaffold	2023-11-02	CAUYSX01	153437
GCA_004026805.1	LasBor_v1_BIUU	Lasiurus borealis					US024			Scaffold	2019-01-16	PVJN01	518900
GCA_004363455.1	EubJap_v1_BIUU	Eubalaena japonica					BS61	male		Scaffold	2019-03-22	RJWP01	1353963
GCA_025584935.1	MNHNYannick_LA_1	Bubalus depressicornis					ANT3	male		Scaffold	2022-10-05	JAMXBS01	147450
GCA_004027875.1	AplRuf_v1_BIUU	Aplodontia rufa					BS102			Scaffold	2019-01-16	PVKS01	1279526
GCA_963575295.1	PGDP_AloCar	Alouatta caraya								Scaffold	2023-11-02	CAUYUD01	182811
GCA_000442215.2	Lipotes_vexillifer_v1.1	Lipotes vexillifer								Scaffold	2013-07-24	AUPI01	24809
GCF_000442215.2	Lipotes_vexillifer_v1.1	Lipotes vexillifer							NCBI Lipotes vexillifer Annotation Release 100	Scaffold	2013-07-24	AUPI01	24809
GCA_963573625.1	PGDP_MacTon	Macaca tonkeana		pet animal						Scaffold	2023-11-03	CAUYNJ01	176479
GCA_963575125.1	PGDP_ProVer	Propithecus verreauxi								Scaffold	2023-10-31	CAUYTA01	149482
GCA_001595765.1	Mnat.v1	Miniopterus natalensis					MN2012-01	male		Scaffold	2016-03-22	LDJU01	1269
GCF_001595765.1	Mnat.v1	Miniopterus natalensis					MN2012-01	male	NCBI Miniopterus natalensis Annotation Release 100	Scaffold	2016-03-22	LDJU01	1269
GCA_963573405.1	PGDP_PapKin	Papio kindae								Scaffold	2023-11-03	CAUYNZ01	189241
GCA_018403415.1	P_iriomotensis_scaffold_01	Prionailurus iriomotensis								Scaffold	2021-03-31	BOSP01	57170
GCA_004363605.1	IndInd_v1_BIUU	Indri indri					BS62	female		Scaffold	2019-03-22	RJWJ01	1243540
GCA_004027185.1	GliGli_v1_BIUU	Glis glis					US078			Scaffold	2019-01-16	PVJS01	433430
GCA_963574045.1	PGDP_TraCri	Trachypithecus cristatus								Scaffold	2023-11-03	CAUYOG01	206778
GCA_000299155.1	EleEdw1.0	Elephantulus edwardii					Elephantulus edwardi_28Jun2011	female		Scaffold	2012-10-10	AMGZ01	8768
GCF_000299155.1	EleEdw1.0	Elephantulus edwardii					Elephantulus edwardi_28Jun2011	female	NCBI Elephantulus edwardii Annotation Release 100	Scaffold	2012-10-10	AMGZ01	8768
GCA_000349705.1	LepWed1.0	Leptonychotes weddellii					WS11-02	female		Scaffold	2013-03-29	APMU01	16710
GCF_000349705.1	LepWed1.0	Leptonychotes weddellii					WS11-02	female	NCBI Leptonychotes weddellii Annotation Release 101	Scaffold	2013-03-29	APMU01	16710
GCA_000412655.1	ASM41265v1	Myotis brandtii						male	Annotation submitted by BGI	Scaffold	2013-06-28	ANKR01	169750
GCF_000412655.1	ASM41265v1	Myotis brandtii						male	NCBI Myotis brandtii Annotation Release 101	Scaffold	2013-06-28	ANKR01	169750
GCA_028555095.1	ASM2855509v1	Dicrostonyx torquatus				Chukotka	UAM 84102	female		Scaffold	2023-02-08	JAQHUG01	31147
GCA_000296735.1	ChrAsi1.0	Chrysochloris asiatica						female		Scaffold	2012-09-19	AMDV01	20499
GCF_000296735.1	ChrAsi1.0	Chrysochloris asiatica						female	NCBI Chrysochloris asiatica Annotation Release 100	Scaffold	2012-09-19	AMDV01	20499
GCA_029224305.1	Cmar_C18_SBIK-F_TBG_1	Caperea marginata					C18			Scaffold	2023-03-16	JANTQK01	50526
GCA_963573475.1	PGDP_TraLeu	Trachypithecus poliocephalus								Scaffold	2023-11-03	CAUYPM01	255786
GCA_000298275.1	OryAfe1.0	Orycteropus afer afer					SDZICR_OR568_19922	female		Scaffold	2012-09-20	ALYB01	22508
GCF_000298275.1	OryAfe1.0	Orycteropus afer afer					SDZICR_OR568_19922	female	NCBI Orycteropus afer afer Annotation Release 101	Scaffold	2012-09-20	ALYB01	22508
GCA_009793145.1	ASM979314v1	Cynopterus brachyotis					CB-01	male		Scaffold	2019-12-23	SSHV01	48006
GCA_902168415.1	Pmel_10x_v1	Peromyscus melanophrys								Scaffold	2019-08-20	CABHPR01	178386
GCA_050578075.1	assembly_HNA1B_v01	Holochilus nanus					BIO 634	male		Scaffold	2025-05-27	JAQOWS01	117742
GCA_019206885.2	ASM1920688v2	Microtus richardsoni					JQ59JK4JDI			Scaffold	2023-02-09	JAGDQN02	2586
GCA_000465285.1	ASM46528v1	Eidolon helvum								Scaffold	2013-09-13	AWHC01	133538
GCA_032201145.1	ASM3220114v1	Smutsia temminckii					STEM 81	male		Scaffold	2023-09-29	JAVKTP01	618783
GCA_006410515.1	PLG	Procapra przewalskii					PLG-pushi			Scaffold	2019-06-24	SJYF01	274130
GCA_038502695.1	ASM3850269v1	Capra falconeri					LEG3048_L3	male		Scaffold	2024-04-26	JAWPPH01	382444
GCA_000978805.1	ASM97880v1	Balaenoptera bonaerensis								Scaffold	2015-03-18	BAUQ01	421444
GCA_016801295.1	DSBC_Mcra_1.0	Manis crassicaudata					PAm2014			Scaffold	2021-02-02	QZMM01	422412
GCA_004024985.1	SaiTat_v1_BIUU	Saiga tatarica					BS49	male		Scaffold	2019-01-15	PVIK01	1772199
GCA_004364475.1	ZipCav_v1_BIUU	Ziphius cavirostris					BS68	female		Scaffold	2019-03-22	RJWS01	3758276
GCA_020392405.1	ASM2039240v1	Microtus montanus					DD19	male		Scaffold	2021-10-08	JAEPQX01	13074
GCA_047496735.1	ASM4749673v1	Simias concolor					XQ2021b	male		Scaffold	2025-02-06	JAIUCJ01	477842
GCA_004027775.1	BraVar_v1_BIUU	Bradypus variegatus					BS16			Scaffold	2019-01-16	PVKY01	1771805
GCA_004027955.1	ChaVel_v1_BIUU	Chaetophractus vellerosus					US068			Scaffold	2019-01-16	PVKH01	7677333
GCA_049640505.1	ASM4964050v1	Gorilla beringei beringei					Igicumbi	male		Contig	2025-04-15	JBMMNC01	350
GCA_030846915.1	BLF_Eptnil_asm_v1.0	Cnephaeus nilssonii					BLF_Eptnil	female	Annotation submitted by Finnish museum of Natural history	Scaffold	2023-08-21	JAULJE01	726
GCA_034233915.1	ASM3423391v1	Rucervus eldii siamensis	Siamese Eld's deer				3MTh	male		Scaffold	2023-12-08	JACCHN01	284
GCA_935064755.1	mTraEur1.1	Tragelaphus eurycerus								Contig	2022-03-28	CAKXYN01	1863
GCA_947044825.1	Saimaa ringed seal draft genome	Pusa hispida saimensis								Contig	2023-02-03	CAMRHF01	2183
GCA_013239625.1	ASM1323962v1	Lama guanicoe cacsilensis					CD2-2017	male		Scaffold	2020-06-02	PNXV01	55231
GCA_013265495.1	ASM1326549v1	Vicugna vicugna mensalis					CD3-2017	male		Scaffold	2020-06-02	PNXW01	12405
GCA_014926565.1	Klec_v1.0	Kobus leche leche					RL_v1.0	male		Scaffold	2020-10-23	JACEGT01	57712
GCA_006942125.1	SCBI_HNig_1.0	Hippotragus niger niger					SB2152	male		Scaffold	2019-07-12	VHQK01	15557
GCA_963575015.1	PGDP_EulCol	Eulemur fulvus collaris								Scaffold	2023-10-30	CAUYSJ01	111462
GCA_003697995.1	ASM369799v1	Taxidea taxus jeffersonii					Tt_UBC01	male		Scaffold	2018-10-30	RCUC01	145161
GCA_050084595.1	ASM5008459v1	Ovis vignei punjabiensis				Saltrange	PU_01_T1_01	female		Scaffold	2025-05-01	JBMPHZ01	192133
GCA_036768555.1	ASM3676855v1	Pteronotus parnellii mexicanus					TK-150567	male		Scaffold	2024-02-22	JAWWUB01	26271
GCA_963919705.1	Aoec_v1	Alexandromys oeconomus								Scaffold	2023-12-20	CAWTZB01	267
GCA_928851695.1	mMacNir1.1	Macaca nigra								Scaffold	2022-02-09	CAKMXP01	875
GCA_047496155.1	ASM4749615v1	Brachyteles arachnoides					Monalisa	female		Contig	2025-02-07	JBLDXS01	315
GCA_916098195.1	ORGONE_01	Ateles hybridus								Scaffold	2021-09-22	CAJZLT01	1300
GCA_022376925.1	ASM2237692v1	Tragulus kanchil					TJ002			Scaffold	2022-02-23	JAIOJX01	32
GCA_036365155.1	Mmer_1.1	Meriones psammophilus					NM19037	female		Scaffold	2024-02-05	JAEOAE01	4426
GCA_023783095.1	ASM2378309v1	Macaca assamensis					KIZ-2021_13	male		Contig	2022-06-17	JAKFHP01	1153
GCA_023807365.1	ASM2380736v1	Macaca silenus					KIZ-2021_14	male		Contig	2022-06-20	JAKFHO01	1809
GCA_020226025.1	ASM2022602v1	Muntiacus gongshanensis					NWPU-IOZ-03	female		Scaffold	2021-10-04	JAGTXU01	314
GCA_033318265.1	ASM3331826v1	Phyllotis vaccarum					GD2095	male		Scaffold	2023-11-03	JARWLC01	304
GCA_014849445.1	KIZ_CMon_1.0	Cercopithecus mona					YP180528-039			Scaffold	2020-10-05	JABBCR01	1889
GCA_963919715.1	Marv_v2	Microtus obscurus								Scaffold	2023-12-20	CAWTZC01	2537
GCA_023764705.1	ASM2376470v1	Rhinopithecus strykeri					KIZ-2021_23			Contig	2022-06-17	JAKFHF01	4623
GCA_023159085.1	UWYO_SpInte_0.1	Spilogale interrupta					SI_2022a	male		Contig	2022-04-27	JAKZGT01	1037
GCA_023762245.1	ASM2376224v1	Trachypithecus phayrei crepuscula					KIZ-2021_27			Contig	2022-06-17	JAKFHC01	2946
GCA_023783535.1	ASM2378353v1	Cercopithecus albogularis					KIZ-2021_3			Contig	2022-06-17	JAKFHW01	3544
GCA_040869305.1	SalCra_1.1	Salpingotus crassicauda				desert	XJ19096	male		Contig	2024-07-25	JBFRBU01	1227
GCA_026225945.1	Cans_v1.0_COR	Cricetomys ansorgei				Tanzania	M1510886	male		Scaffold	2022-11-17	JAMJFZ01	4322
GCA_040207655.1	GeBurs	Geomys bursarius					TK200958	male		Scaffold	2024-06-17	JAOZWU01	2466
GCA_023779675.1	ASM2377967v1	Pithecia pithecia					KIZ-2021_20			Contig	2022-06-17	JAKFHI01	1360
GCA_023783135.1	ASM2378313v1	Loris tardigradus					KIZ-2021_12	male		Contig	2022-06-17	JAKFHQ01	3586
GCA_023783235.1	ASM2378323v1	Lophocebus aterrimus					KIZ-2021_11	male		Contig	2022-06-17	JAKFHR01	4389
GCA_023548195.1	mBetpen1.pri.20210916	Bettongia penicillata ogilbyi					woy01kidney	female		Scaffold	2022-05-25	JAJHZJ01	1116
GCA_903231385.1	OvNiv1.0	Ovis nivicola lydekkeri								Scaffold	2020-06-16	CAFBRR01	7157
GCA_049901635.1	ASM4990163v1	Scotinomys teguina					SKS-2025a	male	Annotation submitted by NYU Langone Medical Center	Contig	2025-04-24	JBNBCA01	7689
GCA_017311185.1	Proteles_cristatus_TS307_19_07_2019	Proteles cristata cristata					TS307	male		Scaffold	2021-03-09	JAESUZ01	5669
GCA_017311455.1	Otocyon_megalotis_TS305_17_09_2019	Otocyon megalotis megalotis					TS305	female		Scaffold	2021-03-09	JAEUCK01	11079
GCA_023783435.1	ASM2378343v1	Galago moholi					KIZ-2021_8	male		Contig	2022-06-17	JAKFHS01	11899
GCA_963422785.1	Steppe Polecat genome assembly	Mustela eversmannii								Scaffold	2023-09-13	CAUIJV01	28145
GCA_032199065.1	SGIG_CAM011_5_02_2020	Smutsia gigantea					CAM011		Annotation submitted by Universite Toulouse III - Paul Sabatier	Scaffold	2023-09-29	JAVSCE01	22783
GCA_020740815.1	VCOM_Snig_1.0	Sciurus niger					NDM4471	male		Scaffold	2021-11-04	JAHUXG01	32830
GCA_905335845.1	Sus_cebifrons.v1	Sus cebifrons								Scaffold	2022-09-22	CAJOYB01	1573
GCA_004026545.1	MorMeg_v1_BIUU	Mormoops blainvillei					US096			Scaffold	2019-01-16	PVJD01	205259
GCA_004024845.1	TonSau_v1_BIUU	Tonatia bakeri					US038			Scaffold	2019-01-15	PVIA01	249810
GCA_006408755.1	TMG	Eudorcas thomsonii					TMG-4057			Scaffold	2019-06-24	SJYE01	123308
GCA_021461705.1	Cryptotis parva assembly 1.0	Cryptotis parvus				North America	DC2019	male		Contig	2022-01-13	JAJIBD01	39388
GCA_900661375.1	LYPA1.0	Lynx pardinus							Annotation submitted by CNAG	Scaffold	2019-03-28	CAAGRJ01	41700
GCA_050230965.1	bettong.v1.2.hap1	Bettongia gaimardi					Bga_MF001_10x	male		Scaffold	2025-05-07	JBMWUQ01	26623
GCA_019843965.1	ASM1984396v1	Rhynchomys soricoides					FMNH 198792	male		Scaffold	2021-09-01	JADRCH01	14193
GCA_016696395.1	USYD_AStu_M	Antechinus stuartii					AWGG2019M	male		Scaffold	2021-01-15	JACYGW01	30796
GCA_963573425.1	PGDP_CacAyr	Cacajao ayresi					INPA5247			Scaffold	2023-10-31	CAUYLE01	72878
GCA_008750895.1	Mzaz_1.0	Mirza zaza					DLC2301	female		Scaffold	2019-09-30	VSMD01	141930
GCA_021464545.1	ASM2146454v1	Hipposideros pendleburyi					ps2007241.1	male		Scaffold	2022-01-14	JAHQIX01	28685
GCA_004024925.1	ScaAqu_v1_BIUU	Scalopus aquaticus					US009			Scaffold	2019-01-15	PVIJ01	640296
GCA_963573795.1	PGDP_CacHos	Cacajao hosomi					MN68611			Scaffold	2023-10-31	CAUYLF01	79001
GCA_963573385.1	PGDP_CacMel	Cacajao melanocephalus					CCM017			Scaffold	2023-11-01	CAUYLG01	79251
GCA_963574225.1	PGDP_LagLag	Lagothrix lagotricha					FES94			Scaffold	2023-10-31	CAUYNB01	82264
GCA_006408615.1	BWD	Connochaetes taurinus					BWD-738			Scaffold	2019-06-24	SJXO01	78350
GCA_963573955.1	PGDP_CacCal	Cacajao calvus					Masto283			Scaffold	2023-10-31	CAUYLL01	80849
GCA_035771395.1	ASM3577139v1	Myotis vivesi					0227			Scaffold	2024-01-17	JAWPEG01	64503
GCA_004026825.1	HemHyl_v1_BIUU	Nilgiritragus hylocrius					BS50	female		Scaffold	2019-01-16	PVJR01	469163
GCA_004024745.2	CatWag_v2_BIUU_UCD	Catagonus wagneri					BS18			Scaffold	2019-07-15	PVHT02	1183730
GCA_004027695.1	CavTsc_v1_BIUU	Cavia tschudii					US050			Scaffold	2019-01-16	PVKK01	1368179
GCA_004027595.1	DinBra_v1_BIUU	Dinomys branickii					US070			Scaffold	2019-01-16	PVLD01	1158438
GCA_004024805.1	XerIna_v1_BIUU	Xerus inauris					US057			Scaffold	2019-01-15	PVHX01	577370
GCA_006410535.1	GRK	Litocranius walleri					GRK-570			Scaffold	2019-06-24	SJYG01	79667
GCA_963573965.1	PGDP_ChiIsr	Chiropotes israelita					JPB131			Scaffold	2023-11-01	CAUYLM01	88445
GCA_006410635.1	HVD	Cephalophus harveyi					HVD-549			Scaffold	2019-06-24	SJYT01	85160
GCA_963574105.1	PGDP_PleMol	Plecturocebus moloch					TAP351			Scaffold	2023-11-01	CAUYNC01	100490
GCA_038630795.1	ASM3863079v1	Myotis findleyi					0171	male		Scaffold	2024-04-29	JAWQEE01	59017
GCA_006410615.1	SUN	Neotragus moschatus					SUN-559			Scaffold	2019-06-24	SJYA01	218204
GCA_963574535.1	PGDP_CheLug	Cheracebus lugens					JPB108			Scaffold	2023-11-01	CAUYQK01	99981
GCA_963573985.1	PGDP_AtePan	Ateles paniscus					TRO682			Scaffold	2023-10-31	CAUYLY01	98070
GCA_963574625.1	PGDP_PleGro	Plecturocebus grovesi					RVR22			Scaffold	2023-11-01	CAUYQT01	104997
GCA_004026905.1	HysCri_v1_BIUU	Hystrix cristata					US031			Scaffold	2019-01-16	PVJO01	1136598
GCA_004026705.1	MicTal_v1_BIUU	Nesogale talazaci					US118			Scaffold	2019-01-16	PVJH01	788895
GCA_010120015.1	ASM1012001v1	Rhombomys opimus					Great_gerbil_Xinjiang_2013_1			Scaffold	2020-02-04	REGO01	6389
GCA_963574635.1	PGDP_CheReg	Cheracebus regulus					JT051			Scaffold	2023-11-01	CAUYQU01	105432
GCA_963575275.1	PGDP_PleMil	Plecturocebus miltoni					FES13			Scaffold	2023-11-01	CAUYTP01	109728
GCA_963573555.1	PGDP_AteMar	Ateles marginatus					INPA667			Scaffold	2023-11-02	CAUYME01	132582
GCA_004024885.1	SagImp_v1_BIUU	Saguinus imperator					BS22	male		Scaffold	2019-01-15	PVHO01	1666189
GCA_963574175.1	PGDP_ChiSag	Chiropotes sagulatus					TRO582			Scaffold	2023-11-01	CAUYNN01	108258
GCA_025134845.1	SAF_Nshe_1.1	Neodon shergylaensis					GB0801002A	male		Scaffold	2022-09-02	JABTXL01	21755
GCA_963573885.1	PGDP_PleBru	Plecturocebus brunneus					UFRO.M.327			Scaffold	2023-11-02	CAUYMO01	114363
GCA_963574935.1	PGDP_AteCha	Ateles chamek					RVR96			Scaffold	2023-10-31	CAUYSC01	110663
GCA_963575255.1	PGDP_PleCal	Plecturocebus caligatus					CCM248			Scaffold	2023-11-01	CAUYTN01	118861
GCA_963574645.1	PGDP_CheTor	Cheracebus torquatus					PUR154			Scaffold	2023-11-01	CAUYQX01	114975
GCA_027422475.1	ASM2742247v1	Neofelis diardi					SundaMale-2018	male		Scaffold	2022-12-27	JAPTHY01	9949
GCA_963575235.1	PGDP_PleDub	Plecturocebus dubius					UFRO.M.427			Scaffold	2023-11-01	CAUYTH01	120408
GCA_963574705.1	PGDP_PleBer	Plecturocebus bernhardi					MPEG04			Scaffold	2023-11-02	CAUYRI01	124023
GCA_963573755.1	PGDP_CheLuc	Cheracebus lucifer					FES41			Scaffold	2023-11-01	CAUYMD01	122060
GCA_963573415.1	PGDP_PleCin	Plecturocebus cinerascens					UFRO.M.195			Scaffold	2023-11-01	CAUYMB01	127105
GCA_963574975.1	PGDP_PitMit	Pithecia mittermeieri					TAP214			Scaffold	2023-11-02	CAUYSI01	114130
GCA_963575245.1	PGDP_PleHof	Plecturocebus hoffmannsi					TAP234			Scaffold	2023-11-01	CAUYTJ01	125837
GCA_963574245.1	PGDP_AllNig	Allenopithecus nigroviridis								Scaffold	2023-11-03	CAUYOP01	137434
GCA_963574005.1	PGDP_PitVan	Pithecia vanzolinii					FES57			Scaffold	2023-11-01	CAUYMC01	117164
GCA_963574965.1	PGDP_EulCor	Eulemur coronatus								Scaffold	2023-10-30	CAUYSG01	108682
GCA_006408585.1	SGB	Antidorcas marsupialis					SGB-9149			Scaffold	2019-06-24	SJYB01	94522
GCA_963573645.1	PGDP_PitHir	Pithecia hirsuta					FES29			Scaffold	2023-11-02	CAUYLZ01	122383
GCA_963575305.1	PGDP_PitPis	Pithecia pissinatti					CCM103			Scaffold	2023-11-02	CAUYTR01	121024
GCA_963573695.1	PGDP_PitAlb	Pithecia albicans					PUR204			Scaffold	2023-11-02	CAUYMF01	121676
GCA_006410675.1	KSP	Oreotragus oreotragus					KSP-560			Scaffold	2019-06-24	SJYX01	24892
GCA_963575175.1	PGDP_HapMer	Hapalemur meridionalis								Scaffold	2023-10-30	CAUYSY01	102173
GCA_963575085.1	PGDP_ProEdw	Propithecus edwardsi								Scaffold	2023-10-31	CAUYSL01	106328
GCA_963574325.1	PGDP_AllLho	Allochrocebus lhoesti								Scaffold	2023-11-02	CAUYOZ01	141455
GCA_963574885.1	PGDP_LepRuf	Lepilemur ruficaudatus								Scaffold	2023-10-30	CAUYRT01	108635
GCA_963574905.1	PGDP_PitChr	Pithecia chrysocephala					CCM253			Scaffold	2023-11-02	CAUYRZ01	128249
GCA_963574875.1	PGDP_LepDor	Lepilemur dorsalis								Scaffold	2023-10-30	CAUYRW01	107741
GCA_963573445.1	PGDP_MioOgo	Miopithecus ogouensis								Scaffold	2023-11-02	CAUYND01	142556
GCA_030324115.1	SorMar_1.0	Sorex maritimensis					DTS0679			Scaffold	2023-06-22	JASTTN01	24729
GCA_006410935.1	BHR	Redunca redunca					BHR-557			Scaffold	2019-06-24	SJYQ01	534502
GCA_963574925.1	PGDP_AllPre	Allochrocebus preussi								Scaffold	2023-11-03	CAUYSH01	151100
GCA_006408505.1	CTB	Damaliscus lunatus					CTB-792			Scaffold	2019-06-24	SJXP01	92109
GCA_963574065.1	PGDP_CerChr	Cercocebus chrysogaster								Scaffold	2023-11-03	CAUYNG01	150849
GCA_004363535.1	DasPun_v1_BIUU	Dasyprocta punctata					BS37			Scaffold	2019-03-22	RJWM01	986664
GCA_963574785.1	PGDP_AotTri	Aotus trivirgatus					JPB134			Scaffold	2023-11-01	CAUYRR01	134599
GCA_963574695.1	PGDP_ProPer	Propithecus perrieri								Scaffold	2023-10-31	CAUYRB01	118585
GCA_963574505.1	PGDP_AotGri	Aotus griseimembra								Scaffold	2023-11-01	CAUYQJ01	136263
GCA_963575035.1	PGDP_AvaLan	Avahi laniger								Scaffold	2023-10-31	CAUYSK01	129047
GCA_963574585.1	PGDP_OtoCra	Otolemur crassicaudatus								Scaffold	2023-10-31	CAUYQS01	137650
GCA_963573675.1	PGDP_VarRub	Varecia rubra								Scaffold	2023-10-30	CAUYLW01	112488
GCA_963573465.1	PGDP_AotAza	Aotus azarai								Scaffold	2023-11-01	CAUYMR01	138875
GCA_963574135.1	PGDP_CerTor	Cercocebus torquatus								Scaffold	2023-11-03	CAUYOL01	156471
GCA_963574895.1	PGDP_EulRub	Eulemur rubriventer								Scaffold	2023-10-31	CAUYRY01	116212
GCA_963573365.1	PGDP_CerLun	Cercocebus lunulatus								Scaffold	2023-11-03	CAUYMV01	156693
GCA_963574485.1	PGDP_HapAla	Hapalemur alaotrensis								Scaffold	2023-10-30	CAUYQI01	118211
GCA_963573775.1	PGDP_AotVoc	Aotus vociferans					JAP759			Scaffold	2023-11-01	CAUYMY01	143377
GCA_963575025.1	PGDP_CebNiv	Cebuella niveiventris					JT32			Scaffold	2023-11-02	CAUYSN01	151822
GCA_907164525.1	mLopImh1.curated_primary_1811	Lophiomys imhausi								Scaffold	2021-06-03	CAJQZJ01	37524
GCA_963574255.1	PGDP_CebUni	Cebus unicolor					JAP738			Scaffold	2023-11-02	CAUYOW01	156912
GCA_963574745.1	PGDP_CebOli	Cebus olivaceus					JPB142			Scaffold	2023-11-02	CAUYRM01	157586
GCA_963574145.1	PGDP_AloBel	Alouatta belzebul								Scaffold	2023-11-02	CAUYOS01	173727
GCA_963574665.1	PGDP_ProCor	Propithecus deckenii coronatus								Scaffold	2023-10-31	CAUYQY01	133208
GCA_963574555.1	PGDP_NomGab	Nomascus gabriellae								Scaffold	2023-11-02	CAUYQO01	156742
GCA_006410795.1	GTK	Tragelaphus strepsiceros					GTK-544			Scaffold	2019-06-24	SJYU01	320432
GCA_963575055.1	PGDP_CerPog	Cercopithecus pogonias								Scaffold	2023-11-02	CAUYSS01	174978
GCA_963574525.1	PGDP_NomAnn	Nomascus annamensis								Scaffold	2023-11-02	CAUYQL01	159813
GCA_963574335.1	PGDP_HylKlo	Hylobates klossii								Scaffold	2023-11-02	CAUYPF01	158208
GCA_963574805.1	PGDP_PilKir	Piliocolobus kirkii								Scaffold	2023-11-03	CAUYRS01	164328
GCA_963575195.1	PGDP_AllSol	Allochrocebus solatus								Scaffold	2023-11-03	CAUYTQ01	176069
GCA_963574355.1	PGDP_LorLyd	Loris lydekkerianus								Scaffold	2023-11-01	CAUYPK01	172007
GCA_963574275.1	PGDP_MacSib	Macaca siberu								Scaffold	2023-11-03	CAUYPE01	167935
GCA_963574285.1	PGDP_PilGor	Piliocolobus gordonorum								Scaffold	2023-11-03	CAUYPL01	166552
GCA_963574815.1	PGDP_CerHam	Cercopithecus hamlyni								Scaffold	2023-11-02	CAUYRU01	171624
GCA_963573785.1	PGDP_LepAnk	Lepilemur ankaranensis								Scaffold	2023-10-30	CAUYMN01	131967
GCA_963574735.1	PGDP_SagInu	Saguinus inustus					JPB85			Scaffold	2023-11-03	CAUYRP01	187597
GCA_963575205.1	PGDP_AloDis	Alouatta discolor					TAP315			Scaffold	2023-11-02	CAUYTS01	183646
GCA_963574235.1	PGDP_AloPur	Alouatta seniculus puruensis					RVR108			Scaffold	2023-11-02	CAUYPB01	174186
GCA_963574345.1	PGDP_SagMys	Saguinus mystax					PUR163			Scaffold	2023-11-02	CAUYPU01	183539
GCA_963573855.1	PGDP_LepSep	Lepilemur septentrionalis								Scaffold	2023-10-30	CAUYMX01	133954
GCA_963574465.1	PGDP_EulRuf	Eulemur rufus								Scaffold	2023-10-30	CAUYPP01	144874
GCA_963573705.1	PGDP_EulSan	Eulemur sanfordi								Scaffold	2023-10-30	CAUYMP01	146073
GCA_963574365.1	PGDP_AloJua	Alouatta juara					JT067			Scaffold	2023-11-02	CAUYPQ01	174468
GCA_963573595.1	PGDP_CerRol	Cercopithecus roloway								Scaffold	2023-11-02	CAUYNT01	180091
GCA_963574215.1	PGDP_SagGeo	Saguinus geoffroyi					KSTR201			Scaffold	2023-11-03	CAUYPA01	189696
GCA_963574455.1	PGDP_SagBic	Saguinus bicolor					JPB165			Scaffold	2023-11-03	CAUYQB01	187333
GCA_963575045.1	PGDP_CerNic	Cercopithecus nictitans								Scaffold	2023-11-02	CAUYSU01	185219
GCA_963575145.1	PGDP_GalSen	Galago senegalensis								Scaffold	2023-10-31	CAUYTI01	165071
GCA_003336285.2	MUSP714_v2	Mus spicilegus		ZRU				male		Scaffold	2023-04-14	QGOO02	35823
GCA_963575165.1	PGDP_HapGri	Hapalemur griseus								Scaffold	2023-10-30	CAUYTF01	134946
GCA_006410875.1	RAL	Neotragus pygmaeus					RAL-4837			Scaffold	2019-06-24	SJYV01	354089
GCA_963574395.1	PGDP_LeoChr	Leontopithecus chrysomelas								Scaffold	2023-11-02	CAUYPS01	177526
GCA_004027895.1	AllBul_v1_BIUU	Orientallactaga bullata					US110			Scaffold	2019-01-16	PVKW01	1284382
GCA_963575065.1	PGDP_CerPet	Cercopithecus petaurista								Scaffold	2023-11-02	CAUYSW01	184940
GCA_963573435.1	PGDP_EulAlb	Eulemur albifrons								Scaffold	2023-10-30	CAUYNE01	152762
GCA_963575005.1	PGDP_SagLab	Saguinus labiatus								Scaffold	2023-11-03	CAUYSR01	198838
GCA_963574435.1	PGDP_CheMaj	Cheirogaleus major								Scaffold	2023-10-31	CAUYPO01	149423
GCA_004026965.1	PetTyp_v1_BIUU	Petromus typicus					US052			Scaffold	2019-01-16	PVIR01	910679
GCA_963573565.1	PGDP_MicSch	Mico argentatus					RVR40			Scaffold	2023-11-02	CAUYNR01	176102
GCA_963573945.1	PGDP_AloMac	Alouatta macconnelli					JPB129			Scaffold	2023-11-02	CAUYOE01	192249
